Date,Source,Number of People,Check-in Date,Check-out Date,Hotel name,Address,Room Type,Distance from attraction,Deal Info,price,Review,name,score,Review Score,Number of Reviews,Rating,Star Rating,Distance from Attraction,Location Score
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Courtyard by Marriott Toronto Downtown,"The Village, Toronto (The Village)",King Room with City View,0.8 miles from downtown,,$215,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Elegant 6BR Grand Villa in Highland Hill,Toronto,Villa,5.8 miles from downtown,,$488,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"Toronto Downtown Core Two Bedroom Condo with CN Tower View, Free Parking","Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with City View,0.6 miles from downtown,,$249,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,scarborough home,"Scarborough, Toronto",Double Room,11.4 miles from downtown,,"$1,580",,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Quaint and Cozy Haven,"Scarborough, Toronto",Three-Bedroom House,12 miles from downtown,,$142,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"Stylish Stay Toronto Oasis - Reg # STR-2309-HMVRVX exp Feb 21, 2026","The Village, Toronto (The Village)",One-Bedroom Apartment,0.5 miles from downtown,,$210,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,1 Hotel Toronto,"Fashion District, Toronto (Fashion District)",Studio King,1.2 miles from downtown,,$330,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Sutton Place Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Accessible Room - 1 King Bed,0.7 miles from downtown,,$219,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,The Rex Hotel Jazz & Blues Bar,"Downtown Toronto, Toronto (Queen West)",Basic Room with Double Bed and Shared Bathroom,0.3 miles from downtown,,$112,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Lower Loft Suite -Space Share,"Scarborough, Toronto",One-Bedroom Apartment,5.8 miles from downtown,,$68,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Azure 1Br & Den Apartment with Lake Ontario Views,"Downtown Toronto, Toronto",One-Bedroom Apartment with Balcony,1.1 miles from downtown,Late Escape Deal,$193,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Simple & Tidy Private Rooms,"Scarborough, Toronto",Standard Double Room with Shared Bathroom,11 miles from downtown,,$71,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Fairmont Royal York Gold Experience,"Financial District, Toronto (Financial District)",Fairmont Gold King Suite,0.4 miles from downtown,,"$1,065",,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Delight 2BR Apartment in Downtown Toronto - Free Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$704,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Renovated Cozy Bedroom with Private washroom,"Scarborough, Toronto",Deluxe Double Room with Shower,13.3 miles from downtown,Late Escape Deal,$57,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,One King West Hotel and Residence,"Financial District, Toronto (Financial District)",Historic Studio Suite - Interior View,0.3 miles from downtown,,$182,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"Beautiful Townhouse Near Yorkdale Mall, Wilson Subway","North York, Toronto",One-Bedroom Apartment,6.8 miles from downtown,,$119,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Lovely 2 Bed Condo in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,,$205,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Best Western Plus Travel Hotel Toronto Airport,Toronto,Queen Room,10.9 miles from downtown,,$127,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"The Westin Harbour Castle, Toronto","The Harbourfront, Toronto (The Harbourfront)","Guest room, 1 King, Lake view",0.8 miles from downtown,,$238,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Condo Downtown Toronto with free parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$220,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Express Toronto Downtown by IHG,"Old Town Toronto, Toronto (Old Town Toronto)",Standard King Room,0.5 miles from downtown,,$240,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Downtown Toronto UFT,Toronto,One-Bedroom Apartment with City View,2.9 miles from downtown,,$243,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Lakeview,"Etobicoke, Toronto",One-Bedroom Apartment,5.7 miles from downtown,,$136,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Yorkmills and Bayview !C Cozy & Stylish Private Bdr with Shared Bathroom,"North York, Toronto",Queen Room with Shared Bathroom,6.6 miles from downtown,,$57,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Bright 1BD & Den in Downtown Toronto,"The Village, Toronto (Yonge Street)",One-Bedroom Apartment,0.8 miles from downtown,Late Escape Deal,$182,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Modern Micro Studio in Heart of Downtown,"Downtown Toronto, Toronto",Superior Studio,0.9 miles from downtown,,$202,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Upper Beaches Apartment,Toronto,One-Bedroom Apartment,3.6 miles from downtown,,$160,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Embassy Suites By Hilton Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Two-Room King Suite,11 miles from downtown,,$250,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,New Panoramic view 2BD & Den in Downtown Toronto,"The Village, Toronto (Yonge Street)",Two-Bedroom Apartment with Balcony,0.8 miles from downtown,Late Escape Deal,$219,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Unbeatable Lake View 1bd & den in Downtown Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.1 miles from downtown,Late Escape Deal,$176,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,The Charming Downtown Stop,"The Village, Toronto (The Village)",One-Bedroom Apartment,0.9 miles from downtown,,$194,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Stylish Cozy Studio Condo Downtown,"The Village, Toronto (The Village)",Apartment,0.5 miles from downtown,,$218,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,InterContinental Toronto Centre by IHG,"Entertainment District, Toronto (Entertainment District)",Classic King Room,0.5 miles from downtown,,$245,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",10.7 miles from downtown,,$122,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"1560 sqft Elegant Condo at Downtown Hi-End Shopping & Dining Area - CN Tower View, Bidet, LockBox","Downtown Toronto, Toronto",Three-Bedroom Premium Apartment,1.3 miles from downtown,,$706,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Chic 1BR plus Den Condo with Fast WiFi and Free Parking,"Downtown Toronto, Toronto",Apartment,1.5 miles from downtown,,$198,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Kimpton Saint George Hotel by IHG,"The Annex, Toronto (The Annex)",King Room,1.4 miles from downtown,,$232,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Townhouse Condo Loft for 4 - 2 Beds,"Downtown Toronto, Toronto",Deluxe One-Bedroom Apartment,1.7 miles from downtown,,$221,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Crowne Plaza Toronto Airport by IHG,"Etobicoke, Toronto",Standard Queen Room with Roll-In Shower - Disability Access,10.5 miles from downtown,,$100,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Radisson Blu Toronto Downtown,"The Harbourfront, Toronto (The Harbourfront)",Premium Double Room,0.9 miles from downtown,,$267,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Village at York U,"North York, Toronto",Deluxe Room,9.8 miles from downtown,,$91,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Mainfloor Spacious Room in Toronto,"Scarborough, Toronto",Family Room with Private Bathroom,12.1 miles from downtown,Late Escape Deal,$99,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Deluxe Queen Rooms with Privated Bathroom,"Scarborough, Toronto",Double Room with Private External Bathroom,12.1 miles from downtown,,$68,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Toronto Airport East by IHG,"Etobicoke, Toronto",Standard King Room,9.9 miles from downtown,,$120,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Yonge and Finch Subway !R Spacious & Stylish Prvt Bdr with Shared Bathroom,"North York, Toronto",Double Room,9 miles from downtown,,$64,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"Private Rooms, Free Parking, Full Kitchen, Best Prices in Town- York University Heights","North York, Toronto",Budget Double Room,9.2 miles from downtown,,$70,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Magnificient View next CN Tower/Rogers/Union/MTCC,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.7 miles from downtown,,$232,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Residence Inn by Marriott Toronto Downtown / Entertainment District,"Entertainment District, Toronto (Entertainment District)",King Studio with Sofa Bed,0.7 miles from downtown,,$220,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Vacation house privet floor LUX Walk 2 Subway,"Etobicoke, Toronto",Three-Bedroom Holiday Home,8 miles from downtown,,$168,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Delta Hotels by Marriott Toronto,"Entertainment District, Toronto (Entertainment District)",King Room,0.7 miles from downtown,,$272,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room,11.2 miles from downtown,,$100,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Modern Downtown Condo Free Parking Pool Balcony Walk to Lake,"Downtown Toronto, Toronto",One-Bedroom Apartment,1.6 miles from downtown,,$244,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Modern 1BR Condo in Church Yonge Corridor,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Apartment,1.3 miles from downtown,,$195,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,La TUMU,"The Village, Toronto (The Village)",Deluxe King Studio,0.9 miles from downtown,,$205,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",King Room,1.4 miles from downtown,,$217,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Beautiful Modern Toronto Luxurious Scotiabank Arena,"Entertainment District, Toronto (Entertainment District)",Apartment with Lake View,0.6 miles from downtown,,$455,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Toronto Airport Marriott Hotel,"Etobicoke, Toronto",King Room,10.8 miles from downtown,,$136,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Cozy Room in a Quiet Neighbourhood,"Scarborough, Toronto",Double Room with Shared Bathroom,13.7 miles from downtown,Limited-time Deal,$55,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"AC Luxury Apartment Queen St, Private Patio, CN, Aquarium,Festivals, Steps from it All","Entertainment District, Toronto (Entertainment District)",Two-Bedroom Apartment with Balcony and Terrace,0.5 miles from downtown,,$172,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"Spacious 2 Bedroom plus Den, 2 Bath, Sleeps 5 with Balcony and Lakeview Downtown Toronto Condo","Downtown Toronto, Toronto",Three-Bedroom Apartment,1.6 miles from downtown,,$495,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Bright&Modern Space Perfect for couple and Family Step to public transit in Toronto,"Scarborough, Toronto",Double Room with Shared Bathroom,9.2 miles from downtown,,$86,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,586 Hotel,"Kensington Market, Toronto (Kensington Market)",Double Room,0.9 miles from downtown,,$117,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Old Mill Toronto Hotel,"Etobicoke, Toronto",King Room,5.5 miles from downtown,,$250,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Toronto Central Stay Living Bloor,"Downtown Toronto, Toronto",Triple Room with View,0.4 miles from downtown,,$119,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Toronto Uptown 3 - Bus to Downtown,"North York, Toronto",Double Room,8.1 miles from downtown,Late Escape Deal,$90,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Spacious and Central 1BR in Heart of Downtown,"Downtown Toronto, Toronto",Deluxe One-Bedroom Apartment with City View,0.9 miles from downtown,,$204,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Modern 1BD Apartment with Balcony DT Toronto,"Downtown Toronto, Toronto",One-Bedroom Apartment with Balcony,0.9 miles from downtown,Late Escape Deal,$180,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,The St. Regis Toronto,"Financial District, Toronto (Financial District)","Deluxe, King Bed, Guest room, 1 King, City view",0.2 miles from downtown,,$424,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Hotel Victoria,"Financial District, Toronto (Financial District)",Standard Queen Room,0.3 miles from downtown,,$202,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Exec 1 BR Ent District MTCC Jays with Parking,"Entertainment District, Toronto (Entertainment District)",Apartment,0.6 miles from downtown,,$185,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,The Drake Hotel,"West Queen West, Toronto (West Queen West)",Classic Queen,2.2 miles from downtown,,$255,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,BIG Oasis Studio near Airport YYZ,Toronto,Studio,10.3 miles from downtown,,$138,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Stunning Victorian in Downtown,"Cabbagetown, Toronto (Cabbagetown)",Three-Bedroom Townhouse,0.9 miles from downtown,,$776,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Bright Suites Finch West by GLOBALSTAY,"North York, Toronto",One-bedroom Loft Apartment,9.4 miles from downtown,Late Escape Deal,$183,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,N7 Castle Green Retreat-Hot Tub,"Etobicoke, Toronto",Three-Bedroom House,8.7 miles from downtown,,$420,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Deluxe Suites at York,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment with City View,0.7 miles from downtown,Late Escape Deal,$214,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Premier Executive Room with King Bed.,0.5 miles from downtown,,$297,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Gladstone House,"West Queen West, Toronto (West Queen West)",Studio Queen,2.3 miles from downtown,,$250,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Cozy Downtown 2BR Suite near CN Tower with Balcony,"Entertainment District, Toronto (Entertainment District)",Apartment,0.6 miles from downtown,,$279,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Madison Manor Boutique Hotel,"The Annex, Toronto (The Annex)",Partner offer option,1.5 miles from downtown,,$187,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Gorgeous Condo in Downtown Near CN Tower,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment,0.6 miles from downtown,,$177,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Northwood,"North York, Toronto",Deluxe Queen Room,9.9 miles from downtown,,$97,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,"Newly updated 2BR, 2Bath & Den in Downtown Toronto beside Union Station & Scotia Bank Arena!","Entertainment District, Toronto (Entertainment District)",Three-Bedroom Premium Apartment with Balcony,0.7 miles from downtown,,$397,,,,,,,,,
2025-10-01,booking.com,2.0,2025-10-10,2025-10-13,Cozy house near HWY401 & Go station in Scarborough,"Scarborough, Toronto",Three-Bedroom House,15.4 miles from downtown,,$331,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Riu Plaza Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe Double Room with Two Double Beds,0.6 miles from downtown,,$251,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Sonder by Marriott Bonvoy The Liberty Apartments Liberty Village,Toronto,One-Bedroom Apartment with Queen Bed and Balcony,2.2 miles from downtown,,$193,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Chelsea Hotel Toronto,"Yonge - Dundas, Toronto (Yonge - Dundas)",Standard Queen Room,0.5 miles from downtown,,$168,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Sonder by Marriott Bonvoy Artesa Apartments West Queen West,Toronto,One-Bedroom Apartment with Double Bed and Balcony,2.4 miles from downtown,,$199,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,One King West Hotel and Residence,"Financial District, Toronto (Financial District)",Historic Superior Suite,0.3 miles from downtown,,$187,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Samesun Toronto,"Kensington Market, Toronto (Kensington Market)",Queen Room with Balcony,1.1 miles from downtown,,$139,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Toronto Downtown Centre by IHG,"The Village, Toronto (The Village)",Standard King Room,0.7 miles from downtown,,$187,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Radisson Blu Toronto Downtown,"The Harbourfront, Toronto (The Harbourfront)",King Room with City View - Non Smoking,0.9 miles from downtown,,$268,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Town Inn Suites Hotel,"The Village, Toronto (The Village)",Deluxe King Suite,1.2 miles from downtown,,$151,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,DoubleTree by Hilton Toronto Downtown,"Downtown Toronto, Toronto",King Room,0.3 miles from downtown,,$175,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hampton Inn by Hilton Toronto Airport Corporate Centre,Toronto,Room with Two Queen Beds - Non-Smoking,11 miles from downtown,,$148,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Homewood Suites by Hilton Toronto Airport Corporate Centre,Toronto,King Studio Suite - Non-Smoking,11 miles from downtown,,$141,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Executive Hotel Cosmopolitan Toronto,"Old Town Toronto, Toronto (Old Town Toronto)",Studio,0.3 miles from downtown,,$200,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Sheraton Centre Toronto Hotel,"Downtown Toronto, Toronto (Queen West)","Guest room, 1 Queen",0.1 miles from downtown,,$231,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Sandman Signature Toronto Airport Hotel,"Etobicoke, Toronto","Standard Room, 2 Queen Beds",10.7 miles from downtown,,$122,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Great Canadian Casino Resort Toronto,"Etobicoke, Toronto",Premium Double Room,11.9 miles from downtown,,$100,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Toronto International Airport by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard Room,11.2 miles from downtown,,$111,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,InterContinental Toronto Centre by IHG,"Entertainment District, Toronto (Entertainment District)",Premium King Room - High Floor,0.5 miles from downtown,,$301,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Pleasant 1BR Sofa Bed Close to UofT,"Downtown Toronto, Toronto",Apartment with Balcony,0.9 miles from downtown,,$203,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Fairmont Royal York Hotel,"Financial District, Toronto (Entertainment District)",Queen Room,0.4 miles from downtown,,$296,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Gladstone House,"West Queen West, Toronto (West Queen West)",Studio Queen,2.3 miles from downtown,,$272,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,The Novotel Toronto Centre,"Old Town Toronto, Toronto (Old Town Toronto)",Superior with Two Queen Beds,0.5 miles from downtown,,$296,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Best Western Plus Travel Hotel Toronto Airport,Toronto,Queen Room,10.9 miles from downtown,,$130,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,SoHo Hotel Toronto,"Entertainment District, Toronto (Entertainment District)",Deluxe King Room,0.7 miles from downtown,,$257,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hilton Toronto,"Financial District, Toronto (Financial District)",King Room,0.2 miles from downtown,,$196,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Crowne Plaza Toronto Airport by IHG,"Etobicoke, Toronto",King Suite - Non-Smoking,10.5 miles from downtown,,$117,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Express Toronto Downtown by IHG,"Old Town Toronto, Toronto (Old Town Toronto)",Standard King Room,0.5 miles from downtown,,$220,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Novotel Toronto North York,"North York, Toronto",Superior King Room,8.2 miles from downtown,,$198,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,B Hotel,Toronto,Deluxe Suite,2.7 miles from downtown,,$154,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Canopy By Hilton Toronto Yorkville,"Downtown Toronto, Toronto",King Room,1.4 miles from downtown,,$220,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Toronto Midtown Home Suites,Toronto,Double Room,3.6 miles from downtown,,$89,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,"Doubletree by Hilton Toronto Airport, ON","Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,11 miles from downtown,,$123,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Toronto Airport East by IHG,"Etobicoke, Toronto",Standard King Room,9.9 miles from downtown,,$126,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Margie Townhome Suites,"The Village, Toronto (The Village)",Superior Loft Suite,0.6 miles from downtown,,$190,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Delta Hotels by Marriott Toronto Airport & Conference Centre,"Etobicoke, Toronto",Double Queen Room,10.2 miles from downtown,,$131,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Woodbine Hotel & Suites,"Etobicoke, Toronto",Queen Room,11.3 miles from downtown,,$132,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Holiday Inn Express & Suites Toronto Airport South by IHG,"Etobicoke, Toronto (Northeast Mississauga)",Standard King Room with Mobility Accessible Tub,10.5 miles from downtown,,$132,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Ace Hotel Toronto,"Fashion District, Toronto (Fashion District)",Small Room,0.9 miles from downtown,,$261,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Breezy Lake And City Views - One Free Underground Parking,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$298,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hampton Inn & Suites by Hilton Toronto Downtown,"The Village, Toronto (The Village)",King Room with Bath Tub - Mobility Access,0.7 miles from downtown,,$181,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Courtyard by Marriott Toronto Airport,"Etobicoke, Toronto (Northeast Mississauga)",Queen Room with Two Queen Beds,10.9 miles from downtown,,$121,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Deluxe Suites at York,"Entertainment District, Toronto (Entertainment District)",One-Bedroom Apartment with City View,0.7 miles from downtown,Late Escape Deal,$213,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Union Hotel,"Financial District, Toronto (Financial District)",Queen Room,0.4 miles from downtown,,$230,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,W Toronto,"Bloor-Yorkville, Toronto (Bloor-Yorkville)",Deluxe King Room,1.3 miles from downtown,,$245,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Toronto Marriott City Centre Hotel,"Entertainment District, Toronto (Entertainment District)","Guest room, 1 Queen",0.8 miles from downtown,,$430,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Hyatt Regency Toronto,"Entertainment District, Toronto (Entertainment District)",Double Room with Two Double Beds,0.6 miles from downtown,,$206,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Queen Nest Hotel,"Downtown Toronto, Toronto",Standard Queen Room,1.3 miles from downtown,,$130,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Chic Toronto Suite,"Downtown Toronto, Toronto",Two-Bedroom Apartment,1.1 miles from downtown,,$190,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Canadas Best Value Inn Toronto,"Etobicoke, Toronto",Queen Room with Two Queen Beds - Non-Smoking,9 miles from downtown,,$110,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Toronto Don Valley Hotel and Suites,"North York, Toronto",Double Room with Two Double Beds,5.7 miles from downtown,,$131,,,,,,,,,
2025-09-28,booking.com,2.0,2025-10-10,2025-10-13,Core Downtown Toronto-3 Bedrooms-2 Bathrooms-Washrooms-Free Parking-CN Tower-Ripleys Museum-Blue Jays Stadium In front-Indoor Gym-Swimming Pool-Jacuzzi Sauna-Filter Drinking Water-WiFi,"Entertainment District, Toronto (Entertainment District)",Three-Bedroom Apartment,0.7 miles from downtown,,$365,,,,,,,,,
